4K频道,#genre#
黑龙江卫视,https://live.goodiptv.club/api/sxg.php?id=hljwsH265_4000

江苏,#genre#

财富天下,https://live.goodiptv.club/api/sxg.php?id=cftx_4000

四川,#genre#

,https://live.goodiptv.club/api/sxg.php?id=SCTV-2-H265_4000
,https://live.goodiptv.club/api/sxg.php?id=SCTV-3-H265_4000
,https://live.goodiptv.club/api/sxg.php?id=SCTV-4H265_4000
,https://live.goodiptv.club/api/sxg.php?id=SCTV-5-scysH265_4000
,https://live.goodiptv.club/api/sxg.php?id=SCTV-7-_4000
,https://live.goodiptv.club/api/sxg.php?id=SCTV-ggSCTV-8_4000
,https://live.goodiptv.club/api/sxg.php?id=SCTV-kjSCTV-9-_4000
峨嵋电影,https://live.goodiptv.club/api/sxg.php?id=emdygqH265_4000

